year,month,CAPE,stock real return,bond real return
1871,1,NA,-0.01178108255690890000,-0.02557631386252900000
1871,2,NA,0.01423049561572660000,-0.01048281203978850000
1871,3,NA,0.07202588722415610000,0.04222116075616160000
1871,4,NA,0.05383645788870630000,0.02753668518863160000
1871,5,NA,0.01191959448922560000,0.02000547562766460000
1871,6,NA,-0.01417704011065000000,0.00419101878384143000
1871,7,NA,0.03353832893057680000,0.02025738101883650000
1871,8,NA,-0.00882459431336979000,-0.01933738132897880000
1871,9,NA,-0.06183196726225910000,-0.01124641598432440000
1871,10,NA,0.01561365286855490000,0.00420228509424736000
1871,11,NA,0.00306867523489984000,-0.01845078059466100000
1871,12,NA,0.02994549929676520000,0.00420791819988064000
1872,1,NA,0.00868827160493835000,0.00305999988574857000
1872,2,NA,0.02203203239927150000,-0.01178071027981910000
1872,3,NA,0.00985082772443935000,-0.01871791094757950000
1872,4,NA,0.00445141570141572000,0.00310934102174953000
1872,5,NA,0.00211517726032584000,0.01044937275531030000
1872,6,NA,0.01355349649971620000,0.01800668711163670000
1872,7,NA,-0.01438245529271030000,-0.00421902043997247000
1872,8,NA,-0.02026757225357320000,-0.00414883744697647000
1872,9,NA,0.03157191236644130000,0.02565576970330930000
1872,10,NA,-0.02806826569549770000,-0.02587642525451560000
1872,11,NA,0.04443271662721800000,0.01798077036295240000
1872,12,NA,0.01286160420775810000,0.00324085740602587000
1873,1,NA,-0.00905568268179391000,-0.01634928133594150000
1873,2,NA,-0.00279126213592240000,0.00533987202956765000
1873,3,NA,-0.00864318330071756000,0.00533252264955264000
1873,4,NA,0.02936597854462340000,0.02749975242489790000
1873,5,NA,0.02137694356266470000,0.03578180400508500000
1873,6,NA,0.00330488621151237000,0.00531047552565900000
1873,7,NA,0.00536552649228694000,0.00530312682346046000
1873,8,NA,-0.07105130784708260000,0.00529577829100192000
1873,9,NA,-0.05988076812109190000,0.02866537970125660000
1873,10,NA,0.00177658562076877000,0.03744980292829170000
1873,11,NA,0.07506678337113630000,-0.01828554171676780000
1873,12,NA,0.04420818941095520000,-0.01019590921872980000
1874,1,NA,0.03594420600858350000,0.00710914566031207000
1874,2,NA,-0.00885416666666661000,0.00708522973315540000
1874,3,NA,-0.00638714149374264000,0.02279320218224750000
1874,4,NA,-0.01239141284071290000,0.01496849877782980000
1874,5,NA,0.02590627215741840000,0.03137486599285850000
1874,6,NA,-0.00188505174584841000,-0.00106791368177706000
1874,7,NA,0.01654206892487030000,0.01508813729946560000
1874,8,NA,0.02181208053691260000,0.00694190770884484000
1874,9,NA,0.02031470361311660000,0.02342835846334660000
1874,10,NA,0.02328284260507820000,0.01521025437162820000
1874,11,NA,-0.00054704595186017000,0.00687035917692280000
1874,12,NA,0.00601138032305437000,0.00684652646727479000
1875,1,NA,0.00376284875183552000,0.00734319268884076000
1875,2,NA,0.01917770419426020000,0.00731556823593493000
1875,3,NA,0.01053549875465840000,-0.00096320045616471500
1875,4,NA,-0.00864391868829584000,0.03265154458302930000
1875,5,NA,0.00258474277947585000,0.02444661707271090000
1875,6,NA,0.00822869101978663000,0.00720521748282787000
1875,7,NA,0.00188283822793189000,-0.00135225734524136000
1875,8,NA,0.00525399509851954000,0.01575267800814450000
1875,9,NA,-0.01020213577421820000,0.00712261005442594000
1875,10,NA,0.03095484695294040000,0.01577874149533030000
1875,11,NA,0.01446803488957120000,0.01582653794016100000
1875,12,NA,0.03532044189584190000,0.01587566975427370000
1876,1,NA,0.01905829596412540000,0.00475352529383022000
1876,2,NA,0.00331858407079655000,0.00474430256815750000
1876,3,NA,-0.02359128725906760000,0.01362078105580400000
1876,4,NA,0.00444940603602384000,0.04159617248281580000
1876,5,NA,0.02707776205811290000,0.03315794953555180000
1876,6,NA,-0.00602409638554235000,0.00470741542263875000
1876,7,NA,-0.04438299086953770000,-0.00469345044234060000
1876,8,NA,-0.06346188141250910000,-0.00461560705271191000
1876,9,NA,-0.01684749658332600000,-0.01358319284527310000
1876,10,NA,-0.02116196729067570000,-0.00438242576492698000
1876,11,NA,-0.01633841327071250000,-0.01312391801721310000
1876,12,NA,-0.01897029997799600000,-0.01281629938284310000
1877,1,NA,-0.02716591380898330000,0.03134513123213160000
1877,2,NA,0.00057058975027524100,0.05137314708092640000
1877,3,NA,-0.09111435837740060000,-0.02296356006877880000
1877,4,NA,-0.01078428299353800000,-0.01351921175400170000
1877,5,NA,-0.01152685495316830000,0.06127060602475520000
1877,6,NA,0.04132794635899730000,-0.00498301672617385000
1877,7,NA,0.11862146958628400000,0.04340409746369600000
1877,8,NA,0.07871280860980370000,0.01424026976390300000
1877,9,NA,0.02696244855967070000,0.00438391586030229000
1877,10,NA,0.00970317112274754000,0.02445967553329640000
1877,11,NA,0.00178936605316982000,0.00436926338058830000
1877,12,NA,0.03593570230365280000,0.03543122011295650000
1878,1,NA,-0.00647428495674673000,0.01487768242079610000
1878,2,NA,0.04556856749480630000,0.02578872501708870000
1878,3,NA,0.04368507778928320000,0.01520814402079360000
1878,4,NA,0.04123853290656140000,0.03787524294485880000
1878,5,NA,0.04887716323763170000,0.02721185256808020000
1878,6,NA,0.01351952250261810000,-0.00689602970376124000
1878,7,NA,-0.01529772046264500000,-0.00678806336507365000
1878,8,NA,0.02469806763285010000,0.00436601049540819000
1878,9,NA,0.00409692746657431000,0.01564534819802970000
1878,10,NA,0.01282874437324420000,0.01575576568864360000
1878,11,NA,0.02178620889510150000,0.02770378366792080000
1878,12,NA,0.03008977059554960000,-0.00721226605471270000
1879,1,NA,0.02875243865033020000,-0.00655491702744615000
1879,2,NA,-0.00065861203005734800,0.01640590715185850000
1879,3,NA,0.04920153507476770000,0.01652727283635610000
1879,4,NA,0.04925508399646320000,0.00482780844131603000
1879,5,NA,0.02096486457594330000,0.01663473368510270000
1879,6,NA,0.01232796848285990000,-0.00688006847130562000
1879,7,NA,0.01141295379537950000,0.00478928883912189000
1879,8,NA,0.00576548576811131000,-0.02908993436410500000
1879,9,NA,0.05369054462760170000,-0.04868329103144120000
1879,10,NA,0.00356655616672241000,-0.04599604203862130000
1879,11,NA,-0.02809706006778100000,-0.02481095122663620000
