Period,Return
2/1/1913,0.0
3/1/1913,0.0
4/1/1913,0.0
5/1/1913,-0.010204081632653206
6/1/1913,0.010309278350515611
7/1/1913,0.010204081632653024
8/1/1913,0.0
9/1/1913,0.010101010101010065
10/1/1913,0.0
11/1/1913,0.009999999999999964
12/1/1913,-0.009900990099009866
1/1/1914,0.0
2/1/1914,-0.009999999999999964
3/1/1914,0.0
4/1/1914,-0.010101010101010065
5/1/1914,0.010204081632653024
6/1/1914,0.0
7/1/1914,0.010101010101010065
8/1/1914,0.019999999999999928
9/1/1914,0.0
10/1/1914,-0.009803921568627416
11/1/1914,0.009900990099009866
12/1/1914,-0.009803921568627416
1/1/1915,0.0
2/1/1915,-0.009900990099009866
3/1/1915,-0.009999999999999964
4/1/1915,0.010101010101010065
5/1/1915,0.009999999999999964
6/1/1915,0.0
7/1/1915,0.0
8/1/1915,0.0
9/1/1915,0.0
10/1/1915,0.009900990099009866
11/1/1915,0.009803921568627591
12/1/1915,0.0
1/1/1916,0.009708737864077634
2/1/1916,0.0
3/1/1916,0.009615384615384581
4/1/1916,0.00952380952380949
5/1/1916,0.00943396226415091
6/1/1916,0.009345794392523497
7/1/1916,0.0
8/1/1916,0.009259259259259226
9/1/1916,0.018348623853210944
10/1/1916,0.018018018018018115
11/1/1916,0.017699115044247725
12/1/1916,0.008695652173913012
1/1/1917,0.008620689655172384
2/1/1917,0.025641025641025703
3/1/1917,0.0
4/1/1917,0.04999999999999997
5/1/1917,0.01587301587301596
6/1/1917,0.015624999999999944
7/1/1917,-0.01538461538461533
8/1/1917,0.015624999999999944
9/1/1917,0.02307692307692313
10/1/1917,0.015037593984962351
11/1/1917,0.0
12/1/1917,0.014814814814814762
1/1/1918,0.021897810218978155
2/1/1918,0.0071428571428571175
3/1/1918,-0.007092198581560258
4/1/1918,0.014285714285714235
5/1/1918,0.021126760563380333
6/1/1918,0.013793103448275813
7/1/1918,0.027210884353741523
8/1/1918,0.019867549668874218
9/1/1918,0.01948051948051941
10/1/1918,0.019108280254777118
11/1/1918,0.018750000000000044
12/1/1918,0.012269938650306704
1/1/1919,0.0
2/1/1919,-0.018181818181818226
3/1/1919,0.012345679012345635
4/1/1919,0.018292682926829312
5/1/1919,0.011976047904191574
6/1/1919,0.0
7/1/1919,0.02958579881656805
8/1/1919,0.01724137931034487
9/1/1919,0.005649717514124374
10/1/1919,0.0168539325842697
11/1/1919,0.022099447513812074
12/1/1919,0.021621621621621546
1/1/1920,0.021164021164021277
2/1/1920,0.010362694300518097
3/1/1920,0.01025641025641022
4/1/1920,0.030456852791878247
5/1/1920,0.014778325123152743
6/1/1920,0.014563106796116367
7/1/1920,-0.004784688995215209
8/1/1920,-0.024038461538461536
9/1/1920,-0.014778325123152743
10/1/1920,-0.005000000000000071
11/1/1920,-0.005025125628140597
12/1/1920,-0.020202020202020308
1/1/1921,-0.020618556701030855
2/1/1921,-0.03157894736842113
3/1/1921,-0.005434782608695537
4/1/1921,-0.01092896174863384
5/1/1921,-0.022099447513812272
6/1/1921,-0.005649717514124173
7/1/1921,0.0056818181818180605
8/1/1921,0.0
9/1/1921,-0.011299435028248548
10/1/1921,0.0
11/1/1921,-0.005714285714285796
12/1/1921,-0.005747126436781487
1/1/1922,-0.023121387283237118
2/1/1922,0.0
3/1/1922,-0.011834319526627177
4/1/1922,0.0
5/1/1922,0.0
6/1/1922,0.0
7/1/1922,0.005988023952095894
8/1/1922,-0.011904761904761862
9/1/1922,0.0
10/1/1922,0.00602409638554204
11/1/1922,0.005988023952095894
12/1/1922,0.005952380952380825
1/1/1923,-0.0059171597633134836
2/1/1923,0.0
3/1/1923,0.0
4/1/1923,0.005952380952380825
5/1/1923,0.0
6/1/1923,0.005917159763313694
7/1/1923,0.0117647058823529
8/1/1923,-0.005813953488371969
9/1/1923,0.005847953216374144
10/1/1923,0.005813953488372176
11/1/1923,0.0
12/1/1923,0.0
1/1/1924,0.0
2/1/1924,-0.005780346820809331
3/1/1924,-0.005813953488371969
4/1/1924,-0.005847953216374352
5/1/1924,0.0
6/1/1924,0.0
7/1/1924,0.005882352941176554
8/1/1924,-0.005847953216374352
9/1/1924,0.005882352941176554
10/1/1924,0.005847953216374144
11/1/1924,0.0
12/1/1924,0.005813953488372176
1/1/1925,0.0
2/1/1925,-0.005780346820809331
3/1/1925,0.005813953488372176
4/1/1925,-0.005780346820809331
5/1/1925,0.005813953488372176
6/1/1925,0.011560693641618455
7/1/1925,0.011428571428571389
8/1/1925,0.0
9/1/1925,0.0
10/1/1925,0.0
11/1/1925,0.016949152542372923
12/1/1925,-0.005555555555555635
1/1/1926,0.0
2/1/1926,0.0
3/1/1926,-0.005586592178770831
4/1/1926,0.005617977528089768
5/1/1926,-0.005586592178770831
6/1/1926,-0.005617977528089967
7/1/1926,-0.011299435028248548
8/1/1926,-0.005714285714285796
9/1/1926,0.0057471264367816915
10/1/1926,0.005714285714285796
11/1/1926,0.0056818181818180605
12/1/1926,0.0
1/1/1927,-0.011299435028248548
2/1/1927,-0.005714285714285796
3/1/1927,-0.005747126436781487
4/1/1927,0.0
5/1/1927,0.005780346820809125
6/1/1927,0.011494252873563383
7/1/1927,-0.017045454545454586
8/1/1927,-0.005780346820809331
9/1/1927,0.005813953488372176
10/1/1927,0.005780346820809125
11/1/1927,-0.005747126436781487
12/1/1927,0.0
1/1/1928,0.0
2/1/1928,-0.011560693641618455
3/1/1928,0.0
4/1/1928,0.0
5/1/1928,0.005847953216374144
6/1/1928,-0.005813953488371969
7/1/1928,0.0
8/1/1928,0.0
